ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2032-04-30,32,91238,537,Employed,High School,12,71803,12,Single,2,Other,536,0.04347140618306266,1,0,0.22727200681048917,0,Home,0,30,8,945,735,72584,4736,7603.166666666667,0.7832737619179723,6,67848,0.268303,0.27832415295628304,6923.533664305026,0.9811087920785233,0,49.0
2032-05-01,42,124182,622,Self-Employed,Master,18,26244,12,Divorced,1,Rent,710,0.45837447466240594,2,0,0.21132062186573267,0,Education,0,32,12,4433,5160,9593,6510,10348.5,0.5336503003059455,1,15101,0.18024400000000002,0.17867395292532748,2404.393828253688,0.3009512323770293,1,40.800000000000004
2032-05-02,48,22492,547,Employed,High School,24,38288,84,Single,2,Rent,467,0.2318142812673996,3,2,0.1793185750405987,0,Other,0,20,28,2881,191,17040,63928,1874.3333333333333,0.9175500085496014,4,18129,0.289788,0.2318304,925.1035236751763,0.7427192905967507,0,52.0
2032-05-03,18,51907,593,Employed,Master,0,36104,48,Married,3,Mortgage,901,0.26262521700414987,1,3,0.4044697592385499,0,Debt Consolidation,0,17,29,52349,261,52610,14641,4325.583333333333,0.8667377961182854,1,37969,0.234604,0.23919225108545303,1175.4450193143655,0.4800381496093473,0,56.0
2032-05-04,53,32580,520,Employed,High School,32,17390,60,Single,3,Own,886,0.43000134500225917,2,1,0.35046087252969615,0,Debt Consolidation,0,26,24,3075,1550,124721,285669,2715.0,0.8967941951839697,6,14886,0.26239,0.27840950689240657,539.7845391794699,0.5251508431600257,0,56.0
2032-05-05,35,64932,601,Employed,Master,14,22587,96,Single,0,Mortgage,980,0.2866438008622894,2,0,0.271346294915505,0,Other,0,25,10,1431,838,46803,32701,5411.0,0.8615044587101405,8,14102,0.257087,0.25443928202993743,552.6549213565588,0.2832479987722341,0,49.0
2032-05-06,45,69829,582,Employed,High School,25,14995,24,Married,4,Rent,243,0.76023300337497,4,1,0.6076034061687536,0,Auto,0,18,10,4943,2299,20983,8794,5819.083333333333,0.7638809805691019,1,12189,0.198995,0.17066731375574137,741.867642515405,0.16924790144760574,1,48.0
2032-05-07,54,179302,567,Employed,Bachelor,31,32372,48,Single,2,Own,385,0.6482225848439429,6,1,0.1199323701713311,0,Debt Consolidation,0,23,15,802,4055,78860,3217,14941.833333333334,0.8966192191565556,8,75643,0.243872,0.22686193308324754,1032.012441562856,0.09483524611412184,1,38.400000000000006
2032-05-08,23,63439,538,Employed,Associate,3,20368,48,Married,3,Rent,431,0.11801951511473269,1,0,0.2686788780415536,0,Debt Consolidation,0,25,28,5196,2860,8056,24278,5286.583333333333,0.7640196847570851,2,13069,0.246368,0.2956416,728.2160124511735,0.2192750855059834,0,51.0
2032-05-09,31,59778,612,Employed,Bachelor,11,49721,72,Married,2,Other,243,0.414812575303292,1,0,0.3925562245925354,0,Home,0,22,25,1923,538,75615,39400,4981.5,0.7140176591346111,4,36215,0.258721,0.29510509347939523,1480.160077239712,0.34591188943886625,0,52.0
2032-05-10,36,32097,535,Employed,Associate,14,9856,120,Divorced,1,Mortgage,365,0.10190742035212949,2,1,0.11456372292920135,0,Debt Consolidation,0,21,13,4204,132,195852,6757,2674.75,0.8015805223489646,9,189095,0.297356,0.2543273268110206,227.23090657857026,0.22141542446156473,0,46.0
2032-05-11,30,43195,454,Employed,High School,8,28338,60,Married,2,Other,285,0.15674971456902687,2,1,0.442037077589449,0,Home,0,27,10,564,2113,16619,71108,3599.5833333333335,0.7400766715733048,6,13767,0.306338,0.24507040000000002,823.5879562937497,0.30797674442701695,0,56.0
2032-05-12,60,152768,644,Self-Employed,Bachelor,39,78708,60,Married,0,Other,137,0.3252505486348894,1,1,0.3932149840661113,0,Debt Consolidation,0,23,24,4561,5161,160245,2676,12730.666666666666,0.6123684975771921,3,157569,0.261708,0.3075905203942122,2583.2896098936585,0.21368005942817805,0,48.0
2032-05-13,29,37732,517,Employed,High School,6,15279,96,Married,0,Mortgage,237,0.2369689063106796,3,3,0.21942913059097627,0,Home,0,23,22,5735,2190,95247,68073,3144.3333333333335,0.932785002495433,4,27174,0.291779,0.2820262296075875,402.3493420243168,0.2033338308144758,0,53.0
2032-05-14,33,33381,624,Employed,Master,10,23885,72,Married,0,Rent,408,0.21638993506872303,4,1,0.6432098705547431,0,Home,0,19,9,4844,1504,53508,31440,2781.75,0.8196154696219193,1,22068,0.226885,0.22148211680168126,602.2406250670313,0.3631672957911499,0,57.0
2032-05-15,42,15513,562,Employed,High School,20,18500,84,Married,3,Mortgage,944,0.08825709748459361,8,1,0.2904542241192696,0,Education,0,19,3,1876,469,11077,4276,1292.75,0.6260954319572066,10,15155,0.26249999999999996,0.2879756113996363,514.0949052763038,1.1279016865413296,0,56.0
2032-05-16,25,50943,553,Employed,Associate,2,34515,12,Single,4,Rent,209,0.3015613526363448,6,1,0.39131130345238246,0,Debt Consolidation,0,25,15,1958,1702,130623,28136,4245.25,0.645869371492129,6,102487,0.223015,0.2201616419324457,3230.6785256522053,0.8102416879223144,0,50.0
2032-05-17,35,62517,643,Employed,Bachelor,14,8100,48,Married,3,Rent,748,0.039612045825947226,1,2,0.23924658153709258,0,Other,0,32,28,1705,2107,117418,101197,5209.75,0.8037851524618168,3,16221,0.1816,0.18651440241209966,240.70364377113708,0.18977947958561103,1,38.400000000000006
2032-05-18,43,33736,538,Employed,Associate,20,12078,72,Married,4,Mortgage,403,0.2809504252028031,5,2,0.3448530829965276,0,Home,0,14,24,5055,1175,62410,18934,2811.3333333333335,0.7542944946782499,4,43476,0.25807800000000003,0.2418367618437787,319.323521015616,0.2569327203043453,0,55.0
2032-05-19,36,66945,590,Employed,High School,13,13428,36,Single,5,Rent,377,0.4588237443259825,2,5,0.1760150360642809,0,Other,0,25,23,13372,2737,23329,102696,5578.75,0.6889366549237729,3,11701,0.203428,0.18909360237830963,491.60188676443346,0.15569829921836134,1,40.800000000000004
2032-05-20,38,37039,610,Employed,Bachelor,19,34237,72,Divorced,1,Rent,265,0.1595860473986167,2,1,0.5362140733954484,0,Debt Consolidation,0,28,12,2595,3491,27532,1772,3086.5833333333335,0.9534903164970627,3,25760,0.24423699999999998,0.2701153026069678,964.9528028082348,0.39848358847967863,0,55.0
2032-05-21,33,50669,634,Employed,Bachelor,9,20138,12,Single,0,Other,322,0.42633690161962035,3,0,0.18323959468617365,0,Other,0,32,18,11335,671,28517,7815,4222.416666666667,0.8935010368845546,9,20702,0.168138,0.15002015493246856,1817.6410463419868,0.5067337535002436,0,48.0
2032-05-22,21,42419,539,Employed,Master,0,16036,60,Married,2,Mortgage,355,0.2537561529484733,3,1,0.3025706375675371,0,Home,0,29,19,1686,759,105256,9347,3534.9166666666665,0.9319494215923969,5,95909,0.251536,0.22647796736487524,448.8233502528934,0.22739527577346758,0,53.0
2032-05-23,43,42462,621,Employed,Associate,20,27036,84,Widowed,1,Own,581,0.24491596867520368,1,1,0.2374082752581723,1,Auto,1,22,5,9941,952,100681,21738,3538.5,0.8104832429121109,4,78943,0.24153600000000003,0.2163568580264348,627.2751417867545,0.34146535022940633,0,68.0
2032-05-24,61,65011,659,Employed,Bachelor,36,24649,48,Widowed,1,Own,373,0.364827341253995,2,1,0.2775132191572317,0,Education,0,15,11,6302,4973,14984,25049,5417.583333333333,0.9754318992847193,6,15930,0.190149,0.197625212719974,746.962766552842,0.20672737226983284,0,46.0
2032-05-25,40,92440,510,Employed,Associate,16,19991,60,Married,2,Mortgage,987,0.30646701326637105,2,0,0.26603243321223197,0,Education,0,25,14,972,4843,51505,92493,7703.333333333333,0.7777145650353483,8,16915,0.26999100000000004,0.26421138900671015,603.5341944529162,0.2064734999289809,0,51.0
2032-05-26,42,22415,549,Employed,High School,19,17182,48,Single,0,Mortgage,226,0.2770764759434088,0,0,0.48963952095706986,0,Education,0,37,23,5498,3126,533738,62545,1867.9166666666667,0.898616382747322,1,471193,0.237682,0.2644476037267895,583.6383572950195,0.4334445811974229,0,52.0
2032-05-27,48,58145,637,Employed,Bachelor,26,14016,60,Divorced,0,Mortgage,838,0.24553829018394238,2,1,0.2673851201443069,0,Education,0,22,23,2676,951,57001,20437,4845.416666666667,0.6970982814507577,7,36564,0.20051600000000003,0.22045557367634588,387.4698069273076,0.2529131943095312,1,39.2
2032-05-28,24,37815,543,Employed,Associate,0,44993,48,Single,2,Rent,282,0.3262927802298404,2,1,0.48126648193750715,0,Other,0,23,10,8556,1784,33335,29816,3151.25,0.9099040794481899,3,12943,0.268493,0.27253030899563835,1548.9316263482199,0.5810175728197445,0,57.0
2032-05-29,60,60093,601,Unemployed,Associate,36,46537,48,Divorced,0,Rent,296,0.4136648126672931,2,2,0.31557532602575233,0,Home,0,24,18,6096,636,43402,23794,5007.75,0.8745312254304317,7,19608,0.241037,0.2886179985330187,1644.944746761817,0.3875881876614881,0,55.0
2032-05-30,42,75648,555,Employed,Associate,21,11435,72,Married,1,Mortgage,495,0.2548345537523371,2,0,0.1291689796482046,1,Auto,0,27,8,2782,310,5086,115569,6304.0,0.8147638709416802,3,11877,0.248935,0.26944216117129216,321.8077245023358,0.12956975325227407,0,63.0
2032-05-31,59,68117,674,Employed,Bachelor,38,18136,24,Divorced,1,Other,224,0.21564872406816255,4,2,0.2483949087167779,0,Debt Consolidation,0,17,1,1683,864,36263,4931,5676.416666666667,0.8388277158430424,9,31332,0.15613599999999997,0.13414321426898357,865.7521497542875,0.1919788862846492,1,40.0
2032-06-01,31,59732,594,Employed,Master,13,27629,60,Married,2,Rent,887,0.17741304014919962,3,1,0.11943775619859691,0,Debt Consolidation,0,27,15,2531,2851,58843,56944,4977.666666666667,0.8039320583972199,3,18916,0.23562899999999998,0.22119895639567008,764.9675472366234,0.3318758884155809,0,49.0
2032-06-02,61,97627,546,Employed,Bachelor,38,14049,24,Widowed,0,Own,380,0.18862733676184754,0,0,0.18942274782428006,0,Debt Consolidation,0,28,13,3630,1440,136709,37623,8135.583333333333,0.7618905958410439,5,99086,0.216049,0.2233049739840718,731.131150767547,0.13657670326047675,1,36.800000000000004
2032-06-03,49,32326,601,Employed,Associate,27,31943,60,Married,2,Mortgage,428,0.17740371712147773,1,1,0.265112598697828,0,Debt Consolidation,0,20,6,5376,1414,6790,3991,2693.8333333333335,0.6224498596935686,6,19546,0.23644300000000001,0.2163848608775927,875.677739287181,0.4839489225838696,0,51.0
2032-06-04,46,60876,586,Unemployed,Bachelor,21,24570,108,Married,4,Own,409,0.10915318754564474,3,1,0.03273521116389314,0,Debt Consolidation,0,16,25,4813,731,215347,4133,5073.0,0.8089733477639561,6,211214,0.27657,0.2706058054352481,608.8358335073214,0.2006378540325885,0,48.0
2032-06-05,42,39865,513,Employed,Bachelor,19,33418,24,Married,3,Mortgage,650,0.4152464016214719,4,1,0.09998815462327351,0,Other,0,23,17,2179,2266,57687,38344,3322.0833333333335,0.9287485495760394,5,19343,0.25191800000000003,0.2878904824785301,1847.7273480275917,0.751855717454687,0,52.0
2032-06-06,37,44706,591,Employed,High School,12,70219,48,Married,4,Own,268,0.23705702728503858,3,2,0.5008312119499757,0,Education,0,33,29,897,4822,30915,21350,3725.5,0.9700893882095089,3,17899,0.269719,0.27332422399840234,2420.5344725398454,0.721657354057132,0,59.0
2032-06-07,54,34479,611,Employed,High School,33,9563,72,Married,4,Mortgage,221,0.4336970502400459,2,0,0.4572872876323427,0,Home,0,25,7,4550,3892,54024,76377,2873.25,0.9485308537395738,4,14478,0.21906299999999998,0.200166034574794,229.152921750784,0.15667029383130043,0,56.0
2032-06-08,41,55203,503,Employed,High School,16,45814,48,Divorced,1,Mortgage,443,0.2668866995178159,1,0,0.22284566191434552,0,Debt Consolidation,0,24,12,5498,2412,115921,7606,4600.25,0.7492567782556344,2,108315,0.28931399999999996,0.30500476911250374,1662.94101468758,0.457788384259025,0,48.0
2032-06-09,18,34708,589,Employed,Associate,0,16955,48,Married,3,Rent,378,0.12115963427686299,3,1,0.2723415277978398,0,Other,0,26,8,3326,246,169671,13804,2892.3333333333335,0.8522637866443452,3,155867,0.217455,0.21482441258240279,529.4329279638335,0.31373732671332266,0,49.0
2032-06-10,26,70776,627,Employed,Master,2,31326,24,Married,1,Mortgage,329,0.4110999686198743,6,5,0.15684566868255154,0,Other,0,22,9,311,97,50666,38867,5898.0,0.795492731672725,8,11799,0.192826,0.16355595648395674,1539.1462303546712,0.3167423245769195,0,49.0
2032-06-11,37,48105,635,Employed,Associate,17,29175,36,Single,0,Rent,647,0.5584394851025242,5,2,0.22132060592315747,0,Debt Consolidation,0,25,12,2335,1233,131844,12396,4008.75,0.8064803960893238,5,119448,0.19667500000000002,0.2198664723327075,1114.0049467426177,0.4392902891780774,0,47.0
2032-06-12,43,18559,624,Employed,Associate,20,44690,60,Widowed,2,Own,338,0.3542978750819348,2,2,0.7121121954583673,0,Debt Consolidation,0,26,22,620,1378,107653,4983,1546.5833333333333,0.6512250884642561,4,102670,0.23769,0.235624770203826,1274.3162612933181,1.0425020278851134,0,53.0
2032-06-13,39,66239,575,Employed,Master,20,23244,72,Single,0,Rent,201,0.111328546598844,2,0,0.32273306449482364,0,Home,0,21,7,4451,131,22854,10305,5519.916666666667,0.7791822935175916,6,12549,0.250744,0.23927059729469263,610.9120507467161,0.14708773696705252,0,54.0
2032-06-14,54,65693,635,Unemployed,Master,32,14954,60,Single,0,Other,1793,0.40936182682550176,6,1,0.265470981174937,0,Home,0,22,22,688,451,34703,8315,5474.416666666667,0.6395267449397809,9,26388,0.20245400000000002,0.22690333683814767,418.90401988586376,0.4040437830306176,0,53.0
2032-06-15,18,51513,541,Employed,Bachelor,0,25471,72,Married,2,Mortgage,277,0.41444876073886633,3,3,0.3715635416281934,0,Home,0,21,14,3503,5951,55830,16770,4292.75,0.9732613886478884,4,39060,0.26997099999999996,0.2793693610705236,732.7220849154593,0.23521567408198923,0,55.0
2032-06-16,41,30920,627,Employed,High School,20,52392,60,Divorced,0,Rent,546,0.12920528444533702,1,1,0.14012869854512444,0,Home,0,23,6,3436,1623,118555,35911,2576.6666666666665,0.5772348389701988,5,82644,0.243892,0.26363154763424296,1579.9246821961417,0.8250677938665492,0,47.0
2032-06-17,18,18723,535,Employed,High School,0,26864,72,Married,1,Rent,378,0.206871458145325,2,2,0.11765219618461445,0,Auto,0,23,5,8150,816,31819,18898,1560.25,0.7886215346575389,5,12921,0.274364,0.2325143055744729,695.0864871059347,0.6877657344053419,0,54.0
2032-06-18,49,62781,539,Employed,High School,25,16949,120,Married,3,Rent,115,0.22441664671455658,6,0,0.3020349190279715,1,Auto,0,21,9,2839,956,130205,27824,5231.75,0.762648492922544,3,102381,0.30244899999999997,0.29855156033474456,444.9937754396379,0.10703756399668138,0,63.0
2032-06-19,38,34982,545,Employed,High School,16,20881,24,Married,0,Mortgage,272,0.5299806622570975,3,1,0.39369580042860824,0,Education,0,24,2,4061,1474,23912,129150,2915.1666666666665,0.8198709788082565,8,15522,0.223381,0.18996842559459218,1052.5503036812613,0.4543652062253484,0,60.0
2032-06-20,45,53512,629,Employed,High School,23,25581,48,Single,3,Other,364,0.20549122832113828,3,2,0.30482643357500316,1,Education,0,24,9,3606,805,118731,15723,4459.333333333333,0.6395446049514153,6,103008,0.20608100000000001,0.21453507711934797,798.386572950725,0.2606637553335458,0,60.0
2032-06-21,29,40097,613,Employed,Bachelor,6,23928,36,Divorced,1,Mortgage,112,0.14903712581708,5,1,0.36248944486912554,0,Other,1,35,21,2995,1451,18138,6386,3341.4166666666665,0.8687771517452694,5,11752,0.202428,0.18429045559237267,870.2132599533854,0.2939511464558602,0,57.0
2032-06-22,55,45428,515,Employed,High School,27,22337,48,Married,3,Mortgage,232,0.06887575409970878,4,2,0.4180395236300124,0,Debt Consolidation,0,21,12,8457,872,238148,54130,3785.6666666666665,0.7009429558812945,3,184018,0.259837,0.29908459793435827,803.0770744312358,0.2734200249444138,0,52.0
2032-06-23,52,30289,610,Employed,High School,27,36885,48,Married,1,Mortgage,294,0.1568949957879542,6,1,0.41678040550759515,0,Auto,0,28,14,9217,1459,14938,15024,2524.0833333333335,0.8318272220914257,6,10728,0.226885,0.21250033684238515,1147.1359266297254,0.5709541787301233,0,53.0
2032-06-24,47,28498,509,Employed,High School,22,62130,60,Married,1,Own,343,0.3003134086307689,4,0,0.28005787741231086,1,Debt Consolidation,0,26,1,1899,953,94866,11972,2374.8333333333335,0.9089421582490638,4,82894,0.31263,0.3274670388858517,2116.1846239509114,1.0355188254407655,0,68.0
2032-06-25,38,62186,568,Self-Employed,Bachelor,15,36305,48,Single,1,Mortgage,763,0.10496252757317559,2,1,0.15254954529516435,0,Home,0,23,6,1487,123,38772,48331,5182.166666666667,0.7913634761791518,8,13193,0.247305,0.2506124809562467,1205.010076373101,0.37976587843690235,0,54.0
2032-06-26,46,41011,646,Employed,Bachelor,23,30828,36,Married,3,Own,356,0.22096431841471176,0,2,0.6567289439838269,0,Debt Consolidation,1,25,5,5088,1399,31478,8717,3417.5833333333335,0.9310309560949203,6,22761,0.192828,0.18126212600471905,1116.458878509497,0.4308479808371891,0,64.0
2032-06-27,31,55289,603,Employed,Bachelor,13,37851,12,Divorced,0,Rent,300,0.6294029294567075,3,2,0.5415017723501842,0,Home,0,27,16,3086,2999,143812,22457,4607.416666666667,0.73181028820554,2,121355,0.201351,0.19972625878222514,3505.8128080632205,0.8260188047669272,0,53.0
2032-06-28,50,52177,547,Employed,High School,29,31198,12,Married,2,Mortgage,632,0.6950704361977691,5,0,0.1803104905441052,0,Home,0,27,6,2623,1116,105577,11498,4348.083333333333,0.7795488724806348,2,94079,0.222698,0.25186514094104845,2968.0135051448556,0.8279541188979487,0,52.0
2032-06-29,59,43304,543,Employed,Associate,37,24283,36,Married,0,Other,262,0.33625078039764444,3,2,0.3138370551489708,0,Home,0,39,23,702,641,58643,10959,3608.6666666666665,0.5911993883626483,5,47684,0.237783,0.2608063608836563,979.4205076650198,0.34401085562489003,0,55.0
2032-06-30,52,24052,580,Employed,High School,33,16904,48,Single,3,Rent,990,0.16331507593616104,3,0,0.13889880408545982,0,Auto,0,24,5,9077,3173,93945,121617,2004.3333333333333,0.6021472269606286,3,15162,0.22190400000000002,0.1960054864195606,510.8041113044362,0.7487796996363394,0,53.0
2032-07-01,31,195898,567,Employed,High School,11,16902,48,Divorced,1,Rent,277,0.35627883511799224,3,1,0.1980694251117404,0,Auto,0,24,4,734,1287,347155,3894,16324.833333333334,0.8989817043277135,7,343261,0.228402,0.24011908574846752,551.1475043276201,0.05072930837441649,1,36.0
2032-07-02,44,42210,578,Employed,Master,25,22445,36,Married,1,Rent,331,0.3236248358438093,3,3,0.3660653047664569,0,Debt Consolidation,0,23,24,2297,1058,9769,17829,3517.5,0.9550681705865318,1,15665,0.218445,0.2151030888440976,851.5091399321137,0.3361788599664857,0,55.0
2032-07-03,24,80689,582,Employed,Doctorate,2,26138,72,Single,2,Rent,358,0.11823471107816043,2,1,0.19460796631374347,0,Auto,0,24,20,1452,941,4318,80804,6724.083333333333,0.8861798609322549,8,12636,0.25013799999999997,0.24306322144089285,692.9992714308856,0.1563037248840688,0,48.0
2032-07-04,46,140218,626,Employed,Bachelor,22,39902,60,Married,2,Mortgage,547,0.183587472838699,2,0,0.5382881754500073,0,Other,0,22,29,819,353,38796,6047,11684.833333333334,0.7917738433122957,4,32749,0.231902,0.2318521054353513,1129.1062349609754,0.14344288764303945,1,41.6
2032-07-05,45,86449,574,Unemployed,Master,20,21414,36,Married,2,Mortgage,623,0.4506070579014933,5,5,0.5179048277974507,0,Debt Consolidation,0,29,6,38665,766,44015,7496,7204.083333333333,0.7722170190880197,4,36519,0.219414,0.2113837920335319,808.2961383170131,0.19867845388384087,1,50.400000000000006
2032-07-06,18,31757,580,Employed,Bachelor,0,18970,72,Widowed,1,Other,472,0.5874743217267131,4,1,0.6003591932614112,0,Debt Consolidation,1,25,16,2086,3999,100271,10088,2646.4166666666665,0.7469419380681336,4,90183,0.24397000000000002,0.19517600000000002,449.09625679317656,0.3480541323650886,0,64.0
2032-07-07,26,35253,583,Self-Employed,High School,5,25888,120,Single,2,Mortgage,308,0.31917732446046465,2,2,0.22290850064264436,0,Other,0,29,27,2926,873,71570,44570,2937.75,0.8859651930973531,5,27000,0.289388,0.30002719471580924,682.5060987457571,0.33716487064786216,0,56.0
2032-07-08,36,37798,557,Employed,Doctorate,17,27987,36,Married,0,Rent,223,0.0732507738066423,6,1,0.2592700537109709,0,Debt Consolidation,0,27,18,16059,594,64364,8216,3149.8333333333335,0.9714655644609421,5,56148,0.234487,0.2313878701223816,1085.3944917798055,0.41538530878241353,0,50.0
2032-07-09,36,67755,561,Employed,High School,17,16902,48,Single,4,Rent,480,0.46315650898216654,3,1,0.25003293086606654,0,Home,0,27,5,4406,1519,23347,14641,5646.25,0.7725637310601757,2,16248,0.231402,0.21314425046376034,526.2448245493338,0.17821471322547422,0,55.0
2032-07-10,25,69823,631,Employed,Bachelor,5,15769,120,Single,1,Mortgage,529,0.07997405394917183,3,1,0.27215781073273526,0,Education,0,20,2,2631,3739,77539,3745,5818.583333333333,0.7509256644381718,5,73794,0.255269,0.2984923042135799,413.944093734423,0.16205733246656653,0,50.0
2032-07-11,44,29995,546,Employed,High School,23,31172,24,Married,1,Mortgage,628,0.5621967581707855,0,0,0.17569430107341136,0,Home,0,20,6,2285,856,147103,25896,2499.5833333333335,0.9368571001750569,6,121207,0.233172,0.22035675402689633,1617.6950632300404,0.8984277632525582,0,51.0
2032-07-12,43,28154,631,Employed,Associate,21,21249,24,Divorced,3,Own,207,0.40655394144031487,4,2,0.02180836372323626,0,Home,0,24,20,2346,1101,82376,28017,2346.1666666666665,0.7666546749288863,2,54359,0.180749,0.1783671661760606,1059.1615636390613,0.5396724715375697,0,48.0
2032-07-13,37,26099,609,Employed,Bachelor,17,40741,48,Married,1,Rent,409,0.15157726715553174,2,0,0.2424607872145545,0,Other,1,20,9,10283,2418,66293,58050,2174.9166666666665,0.695753429096912,5,17483,0.231241,0.22201388605249833,1288.0475847473106,0.7802816589512138,0,57.0
2032-07-14,30,85085,603,Employed,Associate,7,25961,48,Married,5,Rent,217,0.29906662783097887,4,1,0.07297395599738433,0,Other,0,24,9,6545,2054,145496,20384,7090.416666666667,0.3560038541039475,7,125112,0.21946100000000002,0.2023612762015164,793.272406854315,0.14248420852385002,1,34.4
2032-07-15,52,48999,602,Employed,High School,30,21803,24,Divorced,2,Mortgage,434,0.04070837848321901,2,2,0.4127908690637502,1,Education,0,24,21,1634,1460,52948,90746,4083.25,0.5444378444908197,2,15418,0.19580299999999998,0.19781122747985028,1107.3512793125924,0.3774814863926021,0,65.0
2032-07-16,59,48670,550,Employed,Associate,36,12532,36,Divorced,2,Own,303,0.3359296332702098,1,2,0.33377113582963835,0,Debt Consolidation,0,18,23,1520,311,51800,3633,4055.8333333333335,0.7715973356514729,5,48167,0.22253199999999998,0.22312662034736155,480.6321818346705,0.1932111399633459,0,55.0
2032-07-17,34,28121,550,Employed,Associate,9,22693,48,Married,0,Mortgage,284,0.5870339183822922,4,2,0.26587885134957656,0,Home,0,20,20,10990,1381,132919,13229,2343.4166666666665,0.8928310777501333,5,119690,0.242693,0.24998209323654505,752.4120464724356,0.4422653731257504,0,51.0
2032-07-18,32,23367,636,Self-Employed,Doctorate,12,13828,72,Married,2,Rent,776,0.10936192074696134,1,0,0.395150565229569,0,Home,0,26,12,2034,3651,64929,35197,1947.25,0.5821647076543142,6,29732,0.21082800000000002,0.2068634081915205,336.7439554947648,0.5714438081883502,0,55.0
2032-07-19,45,85457,555,Employed,Bachelor,22,11904,60,Married,0,Rent,708,0.49841425611250456,3,0,0.26998036941406,0,Debt Consolidation,0,23,15,13968,406,49412,10837,7121.416666666667,0.7619442384629528,4,38575,0.239404,0.24692463433579134,347.2551525314469,0.1481805098514734,1,41.6
2032-07-20,35,43718,458,Employed,Associate,13,48092,96,Married,3,Mortgage,447,0.3201522751209691,2,2,0.41562510240293826,0,Education,0,31,17,525,868,221283,9006,3643.1666666666665,0.7701613079783468,5,212277,0.354092,0.4053297128141265,1694.2461159113664,0.5877431124693809,0,53.0
2032-07-21,38,83017,632,Employed,High School,16,17717,36,Married,0,Rent,300,0.7534991458061947,3,1,0.2634278870755939,0,Auto,0,27,10,11220,1114,25764,7521,6918.083333333333,0.8886886696248997,6,18243,0.18671700000000002,0.18674816222491858,646.5255124853115,0.13681903886943322,1,40.0
2032-07-22,48,41158,586,Employed,Master,24,35297,36,Single,1,Rent,579,0.26144376002181124,2,0,0.2789983458584117,0,Debt Consolidation,0,22,14,3483,1230,56829,27265,3429.8333333333335,0.8655175473911241,8,29564,0.227297,0.2727564,1446.232307589759,0.5904754286184243,0,53.0
2032-07-23,18,32980,559,Employed,High School,0,12986,48,Married,1,Mortgage,633,0.34312877193328845,3,1,0.18600922700451591,0,Auto,0,20,4,3611,2412,22967,37565,2748.3333333333335,0.4559444410181332,10,17935,0.228486,0.2561153781096255,435.01958606864156,0.38860627752649174,0,54.0
2032-07-24,55,76283,594,Employed,High School,34,15836,12,Married,3,Own,399,0.0641468813918694,5,1,0.36426717131944514,0,Auto,0,27,25,6430,508,41510,33886,6356.916666666667,0.9322981434036286,6,14916,0.183836,0.20057682370745644,1467.397249994697,0.2936010251292734,1,42.400000000000006
2032-07-25,40,70533,591,Employed,Associate,18,15141,36,Single,2,Rent,604,0.4372909686455521,3,0,0.5122818419079852,0,Debt Consolidation,0,29,3,1867,214,96711,18463,5877.75,0.8917463122218828,8,78248,0.204641,0.2025571904376231,564.6685628594846,0.19882923956607285,1,48.0
2032-07-26,35,90825,480,Employed,Master,12,31835,36,Married,2,Own,406,0.3402236824408844,1,2,0.2586390445514839,0,Education,0,22,22,6683,697,48770,26896,7568.75,0.9007164693187707,5,21874,0.276835,0.2596043898920564,1281.9811064348244,0.22301979936380834,1,40.800000000000004
2032-07-27,38,41047,572,Employed,High School,16,28248,24,Married,0,Own,308,0.15940742814226455,3,0,0.17153314269792824,0,Home,0,22,7,8695,1230,246371,156718,3420.5833333333335,0.8767194330786584,4,89653,0.217248,0.20592235277720283,1445.8904627319537,0.5127460119566215,0,49.0
2032-07-28,39,58597,611,Employed,High School,15,11657,48,Married,0,Own,468,0.6211636159500155,3,2,0.15638291884681332,0,Debt Consolidation,0,28,7,1189,1189,18133,8606,4883.083333333333,0.910492427765255,4,10233,0.201157,0.1806079001250525,342.79477137759716,0.1660415594063035,1,40.0
2032-07-29,19,75822,516,Employed,Associate,0,11134,96,Divorced,1,Own,230,0.28621628162014506,2,0,0.19700303920308784,0,Auto,0,23,8,4608,2419,71273,12019,6318.5,0.856384238857627,4,59254,0.288134,0.28996101894031234,299.2786342420345,0.08376650063180098,0,49.0
2032-07-30,57,47453,635,Employed,High School,31,28751,12,Single,0,Rent,249,0.1274196539517351,9,0,0.40158305034702085,0,Debt Consolidation,0,21,17,3622,2259,90023,33779,3954.4166666666665,0.9712215927139778,10,56244,0.17625100000000002,0.18328620973913323,2640.39007942775,0.7306741608145534,0,51.0
